# X Y Z Label
497091.290 5419989.310 275.330 Powerline
497091.250 5419989.650 275.360 Powerline
497091.210 5419989.990 275.340 Powerline
497091.170 5419990.330 275.330 Shrub
497090.620 5419989.110 275.390 Powerline
497090.580 5419989.470 275.400 Shrub
497090.550 5419989.810 275.410 Powerline
497090.510 5419990.160 275.390 Powerline
497090.490 5419990.510 275.410 Powerline
497090.480 5419989.810 275.390 Powerline
497090.480 5419990.160 275.410 Low Veg
497090.470 5419989.470 275.390 Powerline
497090.470 5419990.520 275.390 Powerline
497090.460 5419989.110 275.400 Roof
497090.370 5419989.340 275.400 Roof
497090.330 5419989.670 275.420 Roof
497090.290 5419990.010 275.410 Roof
497090.260 5419990.330 275.420 Roof
497090.130 5419990.600 275.410 Roof
497090.120 5419990.240 275.390 Roof
497090.110 5419989.890 275.400 Roof
497090.100 5419989.170 275.400 Roof
497090.100 5419989.520 275.410 Powerline
497089.640 5419989.340 275.410 Powerline
497089.600 5419989.700 275.430 Powerline
497089.560 5419990.060 275.420 Powerline
497089.520 5419990.410 275.440 Powerline
497089.470 5419989.140 275.440 Powerline
497089.430 5419989.450 275.440 Powerline
497089.400 5419989.760 275.410 Powerline
497089.360 5419990.090 275.430 Powerline
497089.320 5419990.410 275.440 Powerline
497089.150 5419990.300 275.450 Powerline
497089.140 5419989.610 275.430 Powerline
497089.140 5419989.960 275.450 Powerline
497089.130 5419989.250 275.450 Powerline
497088.790 5419990.570 275.440 Powerline
497088.780 5419990.210 275.420 Powerline
497088.770 5419989.840 275.430 Powerline
497088.760 5419989.090 275.460 Powerline
497088.760 5419989.460 275.460 Powerline
497088.680 5419989.420 275.450 Powerline
497088.640 5419989.780 275.430 Powerline
497088.610 5419990.110 275.420 Powerline
497088.570 5419990.480 275.450 Powerline
497088.460 5419989.380 275.460 Powerline
497088.430 5419989.700 275.470 Roof
497088.390 5419990.040 275.470 Powerline
497088.350 5419990.380 275.480 Powerline
497087.830 5419989.190 275.460 Powerline
497087.800 5419990.390 275.460 Roof
497087.790 5419989.540 275.480 Powerline
497087.790 5419989.730 275.470 Powerline
497087.790 5419990.050 275.480 Powerline
497087.780 5419989.400 275.480 Roof
497087.750 5419989.910 275.480 Roof
497087.710 5419990.270 275.470 Roof
497087.540 5419989.350 275.500 Roof
497087.500 5419989.690 275.490 Powerline
497087.460 5419990.030 275.490 Powerline
497087.450 5419990.550 275.490 Roof
497087.440 5419990.210 275.480 Roof
497087.430 5419989.520 275.450 Roof
497087.430 5419989.870 275.460 Roof
497087.430 5419990.360 275.490 Powerline
497087.420 5419989.160 275.450 Powerline
497086.880 5419989.390 275.420 Powerline
497086.840 5419989.750 275.440 Powerline
497086.800 5419990.100 275.440 Powerline
497086.760 5419990.460 275.470 Powerline
497086.640 5419989.390 275.410 Powerline
497086.610 5419989.730 275.420 Powerline
497086.570 5419990.060 275.410 Powerline
497086.530 5419990.390 275.440 Powerline
497086.520 5419989.860 275.420 Powerline
497086.520 5419990.210 275.440 Powerline
497086.510 5419989.530 275.390 Powerline
497086.500 5419989.170 275.400 Powerline
497086.180 5419990.460 275.410 Powerline
497086.170 5419990.110 275.400 Car
497086.160 5419989.410 275.360 Powerline
497086.160 5419989.760 275.390 Powerline
497085.980 5419989.170 275.350 Powerline
497085.940 5419989.540 275.350 Powerline
497085.900 5419989.890 275.370 Roof
497085.860 5419990.270 275.390 Roof
497085.740 5419989.100 275.330 Roof
497085.700 5419989.460 275.360 Powerline
497085.660 5419989.820 275.360 Roof
497085.620 5419990.160 275.360 Roof
497085.780 5419988.750 275.330 Roof
497085.820 5419988.400 275.340 Roof
497085.860 5419988.040 275.320 Powerline
497085.900 5419987.700 275.320 Low Veg
497086.020 5419988.820 275.370 Low Veg
497086.060 5419988.460 275.360 Low Veg
497086.100 5419988.090 275.330 Low Veg
497086.110 5419987.640 275.350 Low Veg
497086.120 5419987.990 275.340 Low Veg
497086.130 5419988.350 275.340 Low Veg
497086.140 5419987.730 275.320 Low Veg
497086.140 5419988.710 275.340 Low Veg
497086.150 5419989.060 275.360 Low Veg
497086.470 5419987.760 275.360 Powerline
497086.480 5419988.110 275.400 Low Veg
497086.490 5419988.470 275.380 Powerline
497086.500 5419988.810 275.390 Powerline
497086.680 5419989.070 275.420 Powerline
497086.720 5419988.740 275.410 Low Veg
497086.760 5419988.410 275.410 Powerline
497086.790 5419988.070 275.390 Powerline
497086.830 5419987.750 275.390 Powerline
497086.920 5419989.050 275.410 Shrub
497086.960 5419988.690 275.400 Powerline
497087.000 5419988.340 275.410 Powerline
497087.040 5419988.000 275.410 Powerline
497087.080 5419987.640 275.370 Powerline
497087.380 5419987.760 275.400 Low Veg
497087.390 5419988.110 275.420 Powerline
497087.400 5419988.460 275.450 Low Veg
497087.410 5419988.810 275.440 Powerline
497087.580 5419989.010 275.470 Powerline
497087.620 5419988.670 275.470 Powerline
497087.650 5419988.340 275.490 Powerline
497087.690 5419988.000 275.440 Powerline
497087.730 5419987.660 275.440 Powerline
497087.750 5419987.760 275.420 Low Veg
497087.750 5419988.090 275.420 Car
497087.760 5419988.420 275.470 Powerline
497087.770 5419988.750 275.470 Powerline
497087.770 5419989.070 275.460 Low Veg
497087.870 5419988.820 275.450 Low Veg
497087.910 5419988.460 275.430 Powerline
497087.950 5419988.100 275.420 Roof
497087.990 5419987.740 275.430 Roof
497088.500 5419989.050 275.450 Roof
497088.540 5419988.720 275.480 Roof
497088.580 5419988.380 275.450 Roof
497088.610 5419988.070 275.470 Roof
497088.650 5419987.730 275.450 Roof
497088.720 5419987.600 275.440 Roof
497088.720 5419989.070 275.470 Roof
497088.730 5419987.980 275.440 Powerline
497088.740 5419988.350 275.460 Low Veg
497088.750 5419988.720 275.430 Powerline
497088.760 5419988.720 275.430 Powerline
497088.800 5419988.370 275.460 Powerline
497088.840 5419988.020 275.440 Powerline
497088.880 5419987.680 275.430 Powerline
497089.100 5419987.840 275.430 Powerline
497089.110 5419988.200 275.410 Powerline
497089.110 5419988.550 275.450 Powerline
497089.120 5419988.900 275.430 Powerline
497089.500 5419988.820 275.440 Powerline
497089.540 5419988.500 275.430 Low Veg
497089.570 5419988.190 275.450 Low Veg
497089.610 5419987.870 275.440 Powerline
497089.650 5419987.550 275.420 Low Veg
497089.670 5419989.010 275.410 Powerline
497089.710 5419988.650 275.400 Low Veg
497089.750 5419988.300 275.400 Facade
497089.790 5419987.960 275.400 Facade
497089.830 5419987.610 275.410 Powerline
497090.060 5419987.710 275.420 Car
497090.070 5419988.080 275.420 Powerline
497090.080 5419988.440 275.400 Shrub
497090.090 5419988.790 275.410 Powerline
497090.410 5419989.020 275.400 Powerline
497090.430 5419987.710 275.380 Powerline
497090.440 5419988.060 275.370 Powerline
497090.440 5419988.680 275.390 Powerline
497090.450 5419988.400 275.390 Powerline
497090.450 5419988.760 275.390 Car
497090.480 5419988.350 275.390 Roof
497090.520 5419988.020 275.370 Roof
497090.550 5419987.700 275.400 Roof
497090.660 5419988.760 275.380 Roof
497090.700 5419988.410 275.380 Roof
497090.740 5419988.060 275.370 Roof
497090.780 5419987.710 275.370 Roof
497091.320 5419988.970 275.310 Roof
497091.360 5419988.630 275.320 Roof
497091.390 5419987.710 275.270 Roof
497091.400 5419988.050 275.310 Roof
497091.400 5419988.290 275.310 Roof
497091.410 5419988.410 275.310 Roof
497091.410 5419988.770 275.320 Roof
497091.440 5419987.940 275.300 Roof
497091.480 5419987.620 275.330 Roof
497091.600 5419988.840 275.350 Roof
497091.640 5419988.470 275.330 Roof
497091.670 5419988.120 275.310 Roof
497091.710 5419987.770 275.310 Roof
497091.770 5419987.750 275.330 Roof
497091.780 5419988.110 275.330 Powerline
497091.790 5419988.460 275.310 Powerline
497091.790 5419988.810 275.330 Roof
497092.250 5419989.020 276.740 Roof
497092.290 5419988.670 276.750 Roof
497092.330 5419988.320 276.760 Roof
497092.360 5419987.980 276.860 Roof
497092.410 5419987.580 276.650 Roof
497092.530 5419988.830 276.850 Roof
497092.560 5419988.480 276.850 Powerline
497092.600 5419988.130 276.880 Car
497092.650 5419987.730 276.760 Powerline
497092.670 5419987.540 277.350 Powerline
497092.720 5419987.560 275.340 Powerline
497092.730 5419987.920 275.330 Powerline
497092.740 5419988.270 275.350 Powerline
497092.750 5419988.620 275.340 Powerline
497092.760 5419988.970 275.350 Car
497093.080 5419987.740 275.330 Powerline
497093.090 5419988.070 275.350 Roof
497093.090 5419988.390 275.350 Powerline
497093.100 5419988.730 275.360 Roof
497093.110 5419989.060 275.360 Roof
497093.190 5419988.880 276.840 Roof
497093.230 5419988.540 276.780 Roof
497093.270 5419988.180 276.670 Roof
497093.300 5419987.910 276.850 Roof
497093.320 5419987.700 277.290 Roof
497093.410 5419988.910 276.720 Roof
497093.450 5419988.530 276.600 Roof
497093.490 5419988.210 276.680 Powerline
497093.510 5419988.010 277.210 Roof
497093.540 5419987.710 277.380 Roof
497094.070 5419987.740 275.330 Powerline
497094.080 5419988.090 275.350 Roof
497094.090 5419988.470 275.360 Roof
497094.090 5419988.840 275.380 Roof
497094.090 5419989.000 275.380 Roof
497094.130 5419988.650 275.390 Powerline
497094.170 5419988.300 275.360 Roof
497094.250 5419987.590 275.350 Roof
497094.360 5419988.760 275.350 Roof
497094.400 5419988.410 275.360 Roof
497094.440 5419988.050 275.350 Roof
497094.450 5419987.530 275.340 Roof
497094.460 5419987.880 275.340 Roof
497094.470 5419988.230 275.370 Roof
497094.480 5419987.680 275.340 Roof
497094.480 5419988.580 275.380 Roof
497094.480 5419988.940 275.370 Powerline
497095.020 5419988.770 275.390 Powerline
497095.060 5419988.410 275.380 Powerline
497095.100 5419988.060 275.380 Powerline
497095.140 5419987.710 275.390 Powerline
497095.280 5419988.790 275.380 Powerline
497095.310 5419988.430 275.370 Powerline
497095.350 5419988.060 275.360 Powerline
497095.390 5419987.690 275.350 Powerline
497095.460 5419987.770 275.330 Powerline
497095.460 5419988.120 275.350 Powerline
497095.470 5419988.470 275.380 Powerline
497095.480 5419988.810 275.370 Powerline
497095.810 5419987.510 275.360 Powerline
497095.820 5419987.840 275.370 Powerline
497095.830 5419988.160 275.380 Powerline
497095.830 5419988.490 275.360 Powerline
497095.840 5419988.810 275.390 Powerline
497095.900 5419989.020 275.460 Powerline
497095.920 5419988.850 276.160 Powerline
497096.020 5419987.960 276.760 Powerline
497096.140 5419989.020 275.810 Powerline
497096.170 5419988.780 276.280 Powerline
497096.270 5419987.860 276.860 Powerline
497096.470 5419986.020 275.330 Car
497096.220 5419986.170 275.340 Powerline
497095.810 5419987.180 275.380 Car
497095.800 5419986.870 275.340 Powerline
497095.790 5419986.200 275.350 Powerline
497095.790 5419986.540 275.330 Powerline
497095.550 5419986.260 275.330 Powerline
497095.510 5419986.610 275.330 Powerline
497095.470 5419986.980 275.350 Powerline
497095.450 5419987.410 275.350 Powerline
497095.440 5419987.060 275.330 Roof
497095.430 5419986.700 275.330 Roof
497095.430 5419987.350 275.360 Roof
497095.420 5419986.360 275.330 Powerline
497095.410 5419986.000 275.300 Powerline
497095.340 5419985.960 275.330 Roof
497095.300 5419986.310 275.350 Car
497095.260 5419986.660 275.370 Powerline
497095.220 5419987.000 275.340 Powerline
497095.180 5419987.360 275.360 Powerline
497094.630 5419986.250 275.310 Car
497094.590 5419986.600 275.340 Powerline
497094.550 5419986.960 275.350 Powerline
497094.520 5419987.330 275.350 Powerline
497094.450 5419987.160 275.350 Powerline
497094.440 5419986.810 275.350 Powerline
497094.430 5419986.450 275.330 Powerline
497094.420 5419986.100 275.330 Powerline
497094.400 5419986.210 275.370 Powerline
497094.340 5419986.780 276.210 Roof
497094.330 5419986.900 275.360 Facade
497094.290 5419987.250 275.370 Powerline
497094.060 5419987.360 275.350 Powerline
497094.050 5419986.980 275.340 Powerline
497094.040 5419986.600 275.320 Powerline
497094.030 5419986.240 275.330 Powerline
497093.680 5419986.480 276.670 Shrub
497093.620 5419987.010 277.350 Powerline
497093.580 5419987.370 277.370 Powerline
497093.430 5419986.740 277.320 Shrub
497093.390 5419987.080 277.360 Powerline
497093.360 5419987.390 277.360 Powerline
497093.070 5419987.080 275.310 Powerline
497093.070 5419987.400 275.350 Powerline
497093.060 5419986.740 275.330 Powerline
497093.050 5419986.400 275.310 Powerline
497093.040 5419986.070 275.290 Powerline
497092.790 5419986.460 277.310 Powerline
497092.750 5419986.810 277.320 Powerline
497092.720 5419987.220 275.310 Powerline
497092.710 5419986.860 275.310 Powerline
497092.710 5419987.180 277.340 Powerline
497092.700 5419986.500 275.310 Powerline
497092.690 5419986.150 275.290 Powerline
497092.550 5419986.330 277.250 Powerline
497092.510 5419986.680 277.300 Powerline
497092.470 5419987.050 277.330 Car
497092.440 5419987.320 277.020 Powerline
497091.910 5419986.000 275.290 Car
497091.870 5419986.350 275.280 Car
497091.830 5419986.710 275.300 Powerline
497091.790 5419987.070 275.310 Powerline
497091.770 5419987.400 275.330 Powerline
497091.760 5419987.050 275.300 Powerline
497091.750 5419986.700 275.280 Car
497091.750 5419987.410 275.310 Car
497091.740 5419986.330 275.310 Powerline
497091.730 5419985.980 275.270 Powerline
497091.630 5419986.270 275.280 Powerline
497091.590 5419986.610 275.290 Powerline
497091.550 5419986.930 275.280 Roof
497091.510 5419987.280 275.310 Roof
497091.380 5419987.340 275.270 Powerline
497091.370 5419986.970 275.310 Powerline
497091.360 5419986.610 275.330 Roof
497091.350 5419986.260 275.300 Powerline
497090.970 5419985.980 275.330 Roof
497090.930 5419986.310 275.320 Roof
497090.890 5419986.670 275.360 Roof
497090.860 5419987.010 275.340 Roof
497090.820 5419987.350 275.340 Roof
497090.740 5419986.060 275.360 Roof
497090.700 5419986.380 275.350 Roof
497090.660 5419986.720 275.360 Roof
497090.630 5419987.040 275.360 Car
497090.590 5419987.360 275.370 Roof
497090.420 5419987.000 275.350 Powerline
497090.420 5419987.350 275.370 Powerline
497090.410 5419986.650 275.360 Powerline
497090.400 5419986.290 275.360 Powerline
497090.050 5419986.990 275.380 Powerline
497090.050 5419987.350 275.380 Powerline
497090.040 5419986.630 275.350 Powerline
497090.030 5419986.260 275.350 Powerline
497089.980 5419986.220 275.370 Powerline
497089.940 5419986.560 275.380 Powerline
497089.910 5419986.900 275.370 Powerline
497089.870 5419987.260 275.390 Powerline
497089.830 5419985.970 275.380 Powerline
497089.790 5419986.280 275.380 Car
497089.760 5419986.590 275.370 Powerline
497089.720 5419986.910 275.380 Powerline
497089.680 5419987.230 275.390 Car
497089.090 5419987.500 275.420 Powerline
497089.080 5419986.780 275.410 Powerline
497089.080 5419987.140 275.420 Powerline
497089.070 5419986.440 275.400 Powerline
497089.060 5419986.080 275.400 Powerline
497089.030 5419986.270 275.390 Powerline
497088.990 5419986.630 275.390 Powerline
497088.960 5419986.970 275.390 Powerline
497088.920 5419987.320 275.420 Powerline
497088.830 5419986.100 275.400 Powerline
497088.800 5419986.420 275.430 Powerline
497088.760 5419986.750 275.440 Powerline
497088.720 5419987.080 275.430 Powerline
497088.710 5419987.240 275.410 Powerline
497088.700 5419986.500 275.400 Powerline
497088.700 5419986.870 275.420 Powerline
497088.690 5419986.110 275.420 Powerline
497088.690 5419987.400 275.430 Powerline
497088.190 5419985.960 275.400 Car
497088.150 5419986.320 275.390 Powerline
497088.110 5419986.670 275.410 Powerline
497088.070 5419987.030 275.430 Powerline
497088.030 5419987.390 275.430 Powerline
497087.920 5419985.980 275.420 Powerline
497087.880 5419986.320 275.420 Powerline
497087.850 5419986.650 275.400 Powerline
497087.810 5419986.980 275.400 Powerline
497087.770 5419987.320 275.440 Facade
497087.740 5419987.420 275.410 Facade
497087.730 5419986.760 275.410 Powerline
497087.730 5419987.100 275.420 Powerline
497087.720 5419986.430 275.400 Powerline
497087.710 5419986.100 275.400 Powerline
497087.380 5419987.410 275.410 Powerline
497087.370 5419987.060 275.380 Car
497087.360 5419986.690 275.410 Powerline
497087.350 5419986.350 275.390 Powerline
497087.340 5419985.980 275.400 Powerline
497087.230 5419986.270 275.400 Powerline
497087.190 5419986.610 275.370 Shrub
497087.160 5419986.950 275.390 Car
497087.120 5419987.300 275.400 Car
497087.010 5419986.120 275.400 Powerline
497086.980 5419986.450 275.400 Low Veg
497086.940 5419986.770 275.390 Low Veg
497086.910 5419987.090 275.390 Low Veg
497086.870 5419987.420 275.370 Low Veg
497086.460 5419987.060 275.330 Low Veg
497086.460 5419987.400 275.380 Low Veg
497086.450 5419986.690 275.350 Low Veg
497086.440 5419985.980 275.340 Low Veg
497086.440 5419986.330 275.370 Low Veg
497086.340 5419985.960 275.340 Low Veg
497086.300 5419986.310 275.330 Powerline
497086.260 5419986.660 275.320 Powerline
497086.220 5419987.020 275.320 Shrub
497086.180 5419987.380 275.330 Powerline
497086.110 5419987.280 275.330 Car
497086.100 5419986.920 275.310 Powerline
497086.090 5419985.950 275.340 Car
497086.090 5419986.560 275.310 Powerline
497086.080 5419986.210 275.330 Car
497086.050 5419986.310 275.340 Car
497086.020 5419986.640 275.330 Powerline
497085.980 5419986.990 275.320 Car
497085.940 5419987.350 275.340 Powerline
497086.040 5419984.410 275.280 Powerline
497086.050 5419984.770 275.280 Shrub
497086.060 5419985.130 275.290 Powerline
497086.060 5419985.480 275.310 Car
497086.070 5419985.840 275.320 Powerline
497086.130 5419985.610 275.360 Powerline
497086.170 5419985.260 275.350 Powerline
497086.210 5419984.910 275.320 Powerline
497086.250 5419984.560 275.320 Powerline
497086.380 5419985.600 275.350 Powerline
497086.410 5419984.550 275.330 Powerline
497086.410 5419984.900 275.330 Powerline
497086.420 5419985.250 275.320 Car
497086.420 5419985.250 275.360 Powerline
497086.430 5419985.620 275.350 Powerline
497086.460 5419984.900 275.350 Powerline
497086.500 5419984.540 275.330 Powerline
497087.050 5419985.810 275.420 Car
497087.090 5419985.480 275.400 Powerline
497087.120 5419985.170 275.410 Powerline
497087.160 5419984.830 275.390 Powerline
497087.200 5419984.520 275.390 Facade
497087.270 5419985.920 275.410 Powerline
497087.310 5419984.540 275.400 Powerline
497087.310 5419985.570 275.380 Powerline
497087.320 5419984.920 275.360 Powerline
497087.330 5419985.270 275.390 Powerline
497087.330 5419985.620 275.430 Powerline
497087.340 5419985.240 275.390 Powerline
497087.380 5419984.900 275.390 Powerline
497087.420 5419984.550 275.390 Powerline
497087.680 5419984.420 275.390 Powerline
497087.680 5419984.750 275.410 Powerline
497087.690 5419985.100 275.400 Powerline
497087.700 5419985.430 275.390 Car
497087.700 5419985.760 275.410 Powerline
497087.960 5419985.640 275.400 Powerline
497088.000 5419985.330 275.430 Car
497088.030 5419984.990 275.420 Roof
497088.070 5419984.660 275.410 Roof
497088.230 5419985.610 275.410 Roof
497088.270 5419985.270 275.420 Roof
497088.310 5419984.910 275.390 Powerline
497088.350 5419984.540 275.380 Powerline
497088.650 5419984.620 275.400 Powerline
497088.660 5419985.000 275.380 Roof
497088.670 5419985.370 275.390 Roof
497088.680 5419985.750 275.390 Powerline
497088.870 5419985.770 275.390 Powerline
497088.910 5419985.440 275.390 Powerline
497088.940 5419985.140 275.410 Car
497088.980 5419984.800 275.380 Powerline
497089.020 5419984.480 275.380 Powerline
497089.030 5419984.650 275.390 Car
497089.040 5419985.010 275.390 Powerline
497089.050 5419985.370 275.400 Powerline
497089.060 5419985.720 275.380 Powerline
497089.070 5419985.930 275.390 Facade
497089.110 5419985.580 275.380 Roof
497089.150 5419985.240 275.370 Roof
497089.190 5419984.890 275.370 Roof
497089.220 5419984.550 275.390 Roof
497089.860 5419985.650 275.370 Roof
497089.900 5419985.340 275.360 Roof
497089.930 5419985.020 275.350 Roof
497089.970 5419984.720 275.370 Roof
497089.980 5419984.440 275.340 Roof
497089.990 5419984.810 275.340 Powerline
497090.000 5419984.400 275.350 Roof
497090.000 5419985.170 275.350 Car
497090.010 5419985.540 275.320 Roof
497090.020 5419985.870 275.360 Powerline
497090.020 5419985.900 275.380 Powerline
497090.060 5419985.530 275.370 Car
497090.100 5419985.190 275.360 Powerline
497090.140 5419984.840 275.320 Car
497090.170 5419984.490 275.320 Car
497090.360 5419984.520 275.340 Powerline
497090.370 5419984.860 275.340 Powerline
497090.380 5419985.230 275.320 Powerline
497090.390 5419985.580 275.330 Car
497090.390 5419985.930 275.360 Facade
497090.780 5419985.740 275.340 Facade
497090.810 5419985.410 275.320 Facade
497090.850 5419985.090 275.340 Car
497090.890 5419984.710 276.290 Car
497090.890 5419984.760 275.310 Facade
497090.910 5419984.520 276.770 Roof
497091.010 5419985.630 275.330 Roof
497091.050 5419985.280 275.310 Roof
497091.090 5419984.940 275.300 Roof
497091.120 5419984.610 275.320 Roof
497091.310 5419984.430 275.300 Roof
497091.320 5419984.800 275.300 Roof
497091.330 5419985.170 275.300 Roof
497091.340 5419985.540 275.280 Roof
497091.340 5419985.890 275.300 Roof
497091.670 5419985.930 275.300 Facade
497091.700 5419984.540 275.290 Powerline
497091.700 5419985.610 275.290 Car
497091.710 5419984.900 275.280 Powerline
497091.720 5419985.270 275.260 Powerline
497091.730 5419985.630 275.270 Powerline
497091.740 5419985.260 275.270 Car
497091.780 5419984.940 275.290 Powerline
497091.820 5419984.610 275.270 Car
497091.950 5419985.660 275.300 Powerline
497091.990 5419985.310 275.290 Powerline
497092.030 5419984.950 275.270 Powerline
497092.060 5419984.600 275.270 Roof
497092.650 5419985.440 275.320 Powerline
497092.660 5419984.720 275.230 Roof
497092.670 5419985.070 275.280 Powerline
497092.670 5419985.440 275.270 Powerline
497092.680 5419985.790 275.280 Roof
497092.690 5419985.080 275.290 Powerline
497092.730 5419984.720 275.270 Powerline
497092.770 5419984.380 275.270 Roof
497092.890 5419985.550 275.280 Roof
497092.930 5419985.190 275.300 Roof
497092.970 5419984.830 275.250 Roof
497093.010 5419984.390 275.270 Roof
497093.010 5419984.480 275.270 Roof
497093.020 5419984.730 275.260 Roof
497093.020 5419985.060 275.290 Roof
497093.030 5419985.400 275.300 Roof
497093.040 5419985.730 275.300 Roof
497093.530 5419985.870 275.320 Facade
497093.560 5419985.560 275.340 Powerline
497093.600 5419985.230 275.310 Facade
497093.640 5419984.900 275.290 Facade
497093.670 5419984.580 275.290 Facade
497093.760 5419985.780 275.320 Roof
497093.800 5419985.430 275.320 Roof
497093.840 5419985.080 275.290 Car
497093.870 5419984.750 275.290 Powerline
497093.910 5419984.410 275.290 Roof
497094.000 5419984.740 275.310 Low Veg
497094.010 5419985.110 275.310 Low Veg
497094.020 5419985.490 275.310 Low Veg
497094.020 5419985.870 275.300 Low Veg
497094.390 5419984.670 275.280 Low Veg
497094.400 5419985.030 275.310 Low Veg
497094.410 5419985.390 275.280 Low Veg
497094.420 5419985.750 275.290 Low Veg
497094.440 5419985.850 275.350 Low Veg
497094.480 5419985.500 275.330 Low Veg
497094.520 5419985.160 275.340 Powerline
497094.560 5419984.810 275.320 Powerline
497094.600 5419984.460 275.310 Powerline
497094.670 5419985.880 275.300 Powerline
497094.710 5419985.530 275.330 Powerline
497094.750 5419985.170 275.300 Powerline
497094.790 5419984.820 275.300 Powerline
497094.830 5419984.460 275.310 Powerline
497095.380 5419984.570 275.290 Powerline
497095.380 5419985.620 275.370 Powerline
497095.390 5419984.930 275.300 Powerline
497095.400 5419985.290 275.310 Car
497095.410 5419985.280 275.350 Facade
497095.410 5419985.640 275.310 Powerline
497095.450 5419984.920 275.330 Car
497095.490 5419984.570 275.310 Powerline
497095.590 5419985.900 275.300 Powerline
497095.630 5419985.540 275.330 Powerline
497095.670 5419985.180 275.320 Powerline
497095.710 5419984.820 275.300 Powerline
497095.750 5419984.470 275.300 Powerline
497095.750 5419984.560 275.320 Powerline
497095.760 5419984.890 275.300 Powerline
497095.770 5419985.220 275.320 Powerline
497095.770 5419985.550 275.330 Facade
497095.780 5419985.890 275.310 Powerline
497096.260 5419985.830 275.350 Powerline
497096.300 5419985.470 275.350 Powerline
497096.340 5419985.120 275.310 Powerline
497096.370 5419984.780 275.340 Roof
497096.410 5419984.420 275.300 Powerline
497096.510 5419985.670 275.340 Powerline
497096.550 5419985.310 275.340 Powerline
497096.580 5419984.950 275.310 Powerline
497096.620 5419984.590 275.310 Low Veg
497096.660 5419984.240 275.310 Powerline
497096.560 5419983.050 275.290 Powerline
497096.530 5419983.390 275.280 Low Veg
497096.490 5419983.750 275.330 Low Veg
497096.450 5419984.090 275.310 Low Veg
497095.900 5419983.050 275.280 Powerline
497095.860 5419983.410 275.300 Powerline
497095.830 5419983.760 275.300 Low Veg
497095.790 5419984.110 275.290 Powerline
497095.750 5419984.230 275.290 Powerline
497095.740 5419983.890 275.310 Powerline
497095.730 5419983.560 275.280 Powerline
497095.720 5419982.890 275.300 Powerline
497095.720 5419983.230 275.290 Powerline
497095.680 5419982.860 275.290 Powerline
497095.650 5419983.200 275.310 Powerline
497095.610 5419983.540 275.300 Powerline
497095.570 5419983.890 275.330 Powerline
497095.530 5419984.240 275.330 Powerline
497095.370 5419984.200 275.310 Powerline
497095.360 5419983.850 275.290 Roof
497095.350 5419983.480 275.300 Roof
497095.340 5419983.120 275.290 Powerline
497094.990 5419983.050 275.290 Powerline
497094.950 5419983.400 275.280 Powerline
497094.910 5419983.750 275.290 Powerline
497094.870 5419984.100 275.310 Powerline
497094.750 5419983.090 275.300 Shrub
497094.720 5419983.430 275.280 Powerline
497094.680 5419983.770 275.300 Shrub
497094.640 5419984.120 275.300 Powerline
497094.390 5419984.300 275.270 Powerline
497094.380 5419983.950 275.290 Powerline
497094.370 5419983.580 275.310 Shrub
497094.360 5419982.870 275.260 Powerline
497094.360 5419983.220 275.280 Powerline
497094.060 5419983.050 275.270 Roof
497094.020 5419983.380 275.260 Powerline
497093.990 5419984.360 275.290 Powerline
497093.980 5419983.720 275.290 Powerline
497093.980 5419983.980 275.270 Roof
497093.970 5419983.610 275.280 Roof
497093.960 5419983.230 275.270 Powerline
497093.950 5419982.850 275.270 Powerline
497093.950 5419984.060 275.290 Powerline
497093.850 5419982.980 275.260 Roof
497093.820 5419983.290 275.280 Shrub
497093.780 5419983.620 275.280 Roof
497093.740 5419983.950 275.310 Powerline
497093.710 5419984.260 275.290 Roof
497093.170 5419983.060 275.250 Roof
497093.130 5419983.410 275.240 Roof
497093.090 5419983.770 275.260 Roof
497093.050 5419984.120 275.260 Roof
497093.000 5419984.050 275.260 Powerline
497092.990 5419983.390 275.240 Powerline
497092.990 5419983.710 275.280 Powerline
497092.980 5419983.040 275.240 Powerline
497092.930 5419982.970 275.250 Powerline
497092.890 5419983.320 275.270 Powerline
497092.850 5419983.660 275.270 Powerline
497092.810 5419984.010 275.250 Powerline
497092.650 5419984.360 275.250 Powerline
497092.640 5419984.000 275.250 Powerline
497092.630 5419983.630 275.270 Powerline
497092.620 5419983.290 275.230 Powerline
497092.610 5419982.920 275.240 Powerline
497092.260 5419982.860 275.220 Powerline
497092.220 5419983.210 275.230 Powerline
497092.180 5419983.550 275.240 Powerline
497092.140 5419983.910 275.270 Powerline
497092.100 5419984.250 275.250 Powerline
497092.000 5419982.940 275.240 Powerline
497091.960 5419983.280 275.260 Powerline
497091.930 5419983.600 275.260 Powerline
497091.890 5419983.930 275.260 Roof
497091.850 5419984.270 275.270 Roof
497091.700 5419984.180 275.290 Roof
497091.690 5419983.830 275.270 Roof
497091.680 5419983.460 275.290 Roof
497091.670 5419983.110 275.260 Roof
497091.310 5419982.890 275.260 Roof
497091.300 5419984.080 275.280 Roof
497091.290 5419983.710 275.290 Roof
497091.280 5419982.970 275.290 Roof
497091.280 5419983.350 275.270 Roof
497091.270 5419983.240 275.290 Roof
497091.240 5419983.580 275.300 Roof
497091.190 5419984.000 275.600 Powerline
497091.150 5419984.320 275.520 Powerline
497091.100 5419982.830 275.260 Roof
497091.070 5419983.150 275.290 Roof
497091.030 5419983.480 275.300 Roof
